sort,Family,Genus,Taxa,specimen numbers,,Portik,phylogeny notes,guild,ecology,Spec_lotic,ecology_source,lung_text,lung,lung_info,JRP_dissection_museum,museum dissection N = ,stage range exained,visit number,JRP_dissection_fresh,Histological_sections_examined,Dice_CT_material_reviewed,PHD_dissection_museum,air-breathing,literature_morphology,literature,Conflicting Source,Notes,Taxa_clone,development_high,development_low,source,source 2 (if needed),notes on larval period,Jetz_name
593,Myobatrachinae,Pseudophryne,Pseudophryne_australis,,,,,"lentic, benthic",1,0,Anstis,,,,,,,,,,,,,,,,,Pseudophryne_australis,180 days,31 days,318 in Anstis,,,Pseudophryne_coriacea
594,Myobatrachinae,Pseudophryne,Pseudophryne_bibronii,,,,,"lentic, benthic",1,0,Anstis,absent,0,,,,,,,,,,,,"Wassersug and Heyer, 1988",,,Pseudophryne_bibronii,180 days,120 days,372 in Anstis,,,
595,Myobatrachinae,Rheobatrachus,,,,,,gastric brooding,3,0,,,,,,,,,,,,,,,,,,0,,,,,,
596,Myobatrachinae,Spicospina,,,,,,lentic,1,0,,,,,,,,,,,,,,,,,,0,,,,,,
597,Myobatrachinae,Taudactylus,Taudactylus_diurnus,,,Taudactylus_acutirostris,assumed generic monophyly and only 1 sampled member included,"lotic, benthic",0,0,,present,1,small,,,,,,,,,,,"Wassersug and Heyer, 1988",,,Taudactylus_diurnus,,,,,,Taudactylus_acutirostris
598,Myobatrachinae,Uperoleia,,,,,,"lentic, benthic",1,0,,,,,,,,,,,,,,,,,,0,,,,,,
599,Nasikabatrachidae,Nasikabatrachus,Nasikabatrachus_sahyadrensis,,,,,"lotic, suctorial",0,1,,,?,,,,,,,,,,,,,,,0,,,,,,
600,Nyctibatrachidae,Astrobatrachus,,,,,,unknown,4,0,,,,,,,,,,,,,,,,,,0,,,,,,
601,Nyctibatrachidae,Lankanectes,Lankanectes_corrugatus,,,,,lentic,1,0,,,,,,,,,,,,,,,,,,Lankanectes_corrugatus,,,,,,
602,Nyctibatrachidae,Nyctibatrachus,Nyctibatrachus_major,,,,,"lotic, psammonic",0,1," Hebbar Priti, K.V. Gururaja & G. Ravikanth (2015) Morphology, natural history and molecular identification of tadpoles of three endemic frog species of Nyctibatrachus Boulenger, 1882 (Anura: Nyctibatrachidae) from Central Western Ghats, India, Journal of Natural History, 49:43-44, 2667-2681, DOI: 10.1080/00222933.2015.1034212",,?,,,,,,,,,,,,,,,Nyctibatrachus_major,,,,,,
603,Odontobatrachidae,Odontobatrachus,Odontobatrachus_fouta,,,,,"lotic, suctorial",0,1,,absent,0,,,,,,,,,Dias,,,Dias,,,Odontobatrachus_fouta,,,,,,
604,Odontobatrachidae,Odontobatrachus,Odontobatrachus_natator,MCZ_A-153488,,,,"lotic, suctorial",0,1,"Doumbia et al., 2018",absent,0,buds,MCZ,1,,,,,,,,,MCZ,,,Odontobatrachus_natator,,,,,,
605,Odontophrynidae,Macrogenioglottus,Macrogenioglottus_alipioi,,,,,"lentic, benthic",1,0,,present,1,,,,,,,,,,,,"Wassersug and Heyer, 1988",,,Macrogenioglottus_alipioi,,,,,,
606,Odontophrynidae,Odontophrynus,Odontophrynus_americanus,,,,,"lentic, benthic",1,0,,present,1,,,,,,,,,,,,"Wassersug and Heyer, 1988",,,Odontophrynus_americanus,,,,,,
607,Odontophrynidae,Odontophrynus,Odontophrynus_occidentalis,,,,,"lentic, benthic",1,0,,present,1,,,,,,,,,,,,"Wassersug and Heyer, 1988",,,Odontophrynus_occidentalis,,,,,,
608,Odontophrynidae,Proceratophrys,Proceratophrys_appendiculata,,,,,"lotic, benthic",0,0,Peixoto and Cruz (1980) ,present,1,,,,,,,,,Dias,,,,"Wassersug and Heyer, 1988",Conflict in the literature,Proceratophrys_appendiculata,,,,,,
609,Odontophrynidae,Proceratophrys,Proceratophrys_bigibbosa,,,,,"lentic, benthic",1,0,,present,1,,,,,,,,,Dias,,,,,,Proceratophrys_bigibbosa,,,,,,
610,Odontophrynidae,Proceratophrys,Proceratophrys_boiei,,,,,"lotic, benthic",0,0,Izecksohn et al. (1979) ,present,1,,,,,,,,,Dias,,,,"Wassersug and Heyer, 1988",Conflict in the literature,Proceratophrys_boiei,,,,,,
611,Odontophrynidae,Proceratophrys,Proceratophrys_brauni,,,,,lotic,0,0,"Dias et al., 2019",present,1,,,,,,,,,,,,"Dias et al., 2019",,,Proceratophrys_brauni,,,,,,Proceratophrys_avelinoi
612,Pelobatidae,Pelobates,Pelobates_cultripes,,,,,"lentic, benthic",1,0,,present,1,,,,,,,,JRP,,,,,,,Pelobates_cultripes,,,,,,
613,Pelobatidae,Pelobates,Pelobates_fuscus,,,,,"lentic, benthic",1,0,,present,1,,,,,,,,,,,,"Haas, 2003",,,Pelobates_fuscus,,,,,,
614,Pelodytidae,Pelodytes,Pelodytes_caucasicus,,,,,"lentic, benthic",1,0,,present,1,,,,,,,,,,,,"Haas, 2003",,,Pelodytes_caucasicus,,,,,,
615,Pelodytidae,Pelodytes,Pelodytes_punctatus,,,,,lentic,1,0,"Gasc, J.-P. (1997). Atlas of Amphibians and Reptiles in Europe. Societas Europaea Herpetologica, Bonn, Germany.",,,,,,,,,,,,,,dicect,,,Pelodytes_punctatus,,,,,,
616,Petropedetidae,Arthroleptides,Arthroleptides_martiensseni,,,,,"lotic, semiterrestrial",0,1,"Drewes et al., 1989",,?,,,,,,,,,,,,,,,0,,,,,,
617,Petropedetidae,Ericabatrachus,,,,,,direct development,3,0,,,,,,,,,,,,,,,,,,0,,,,,,
618,Petropedetidae,Petropedetes,Petropedetes_cameronensis,,,,,"saxicolous, terrestrial",,1,,,,,,,,,,,,,,,,,,Petropedetes_cameronensis,,,,,,
619,Petropedetidae,Petropedetes,Petropedetes_cf_palmipes,KU_341893,,Petropedetes_palmipes,ID of P_sp. specimen based on tadpole morphology and location found,"lotic, semiterrestrial",0,1,,present,1,normal,KU,1,~26,1,,,,,,,KU,,,Petropedetes_sp.,,,,,,Petropedetes_palmipes
620,Petropedetidae,Petropedetes,Petropedetes_johnstoni,,,,,terrestrial,,1,,,,,,,,,,,,,,,,,,Petropedetes_johnstoni,,,,,,
621,Petropedetidae,Petropedetes,Petropedetes_palmipes,,,,,"lotic, semiterrestrial",0,1,,,,,,,,,,,,,,,,,,Petropedetes_palmipes,,,,,,
622,Petropedetidae,Petropedetes,Petropedetes_perreti,,,,,"lotic, semiterrestrial",0,1,,present,1,,,,,,,,,Dias,,,Dias,,,Petropedetes_perreti,,,,,,
623,Phrynobatrachidae,Phrynobatrachus,Phrynobatrachus_guineensis,,,,,"lentic, arboreal",1,0,"Rodel et al., 2004",present,1,,,,,,,,,,,,"Rodel et al., 2004",,,Phrynobatrachus_guineensis,,,,,,
624,Phrynobatrachidae,Phrynobatrachus,Phrynobatrachus_natalensis,MCZ_A-153491,,,,lentic,1,0,,present,1,normal,MCZ,1,,,3,,,,JRP,,MCZ,,,Phrynobatrachus_natalensis,,,,,,
625,Pipidae,Hymenochirus,Hymenochirus_boettgeri,,,,,"lentic, carnivore",1,0,,present,1,,,,,,,,,,,,"Lannoo et al., 1987",,,Hymenochirus_boettgeri,,,,,,
626,Pipidae,Pipa,Pipa_carvalhoi,,,,,"lentic, suspension feeder",1,0,,present,1,,,,,,,,,,,,"Haas, 2003",,,Pipa_carvalhoi,,,,,,
627,Pipidae,Pipa,Pipa_myersi,KU_116685,,,,"lentic, suspension feeder",1,0,,present,1,normal,KU,1,,2,,,,,,,KU,,,Pipa_myersi,,,,,,
628,Pipidae,Pipa,Pipa_pipa,,,,,direct development,3,0,,,,,,,,,,,,,,,,,,Pipa_pipa,,,,,,
629,Pipidae,Pseudhymenochirus,,,,,,"lentic, carnivore",1,0,,,,,,,,,,,,,,,,,,0,,,,,,
630,Pipidae,Xenopus,Xenopus_laevis,,,,,"lentic, suspension feeder",1,0,,present,1,,,,,,,,,,JRP,,,,,Xenopus_laevis,,,,,,
631,Pipidae,Xenopus,Xenopus_tropicalis,KU_222402,,,,lentic,1,0,,present,1,normal,KU,1,,2,,,,,,,KU,,,Xenopus_tropicalis,,,,,,Xenopus_tropicalis
632,Ptychadenidae,Hildebrandtia,Hildebrandtia_ornata,,,,,lentic,1,0,,,,,,,,,,,,,,,,,,0,,,,,,
633,Ptychadenidae,Lanzarana,,,,,,lentic,1,0,,,,,,,,,,,,,,,,,,0,,,,,,
634,Ptychadenidae,Ptychadena,Ptychadena_anchietae,KU_196087,,,,lentic,1,0,IUCN,present,1,large,KU,1,,1,,,,,,,KU,,,Ptychadena_anchietae,,,,,,
635,Ptychadenidae,Ptychadena,Ptychadena_mascareniensis,,,,,lentic,1,0,,present,1,,,,,,,,,,,,"Haas, 2003",,,Ptychadena_mascareniensis,,,,,,
636,Pyxicephalidae,Amietia,Amietia_angolensis,KU_206566,,,,"lentic, benthic",1,0,,present,1,small,KU,2,,1,,,,,,,KU,,,Amietia_angolensis,,,,,,
637,Pyxicephalidae,Amietia,Amietia_delalandii,T-681,,,,lotic lentic,1,0,,present,1,normal,Bayworld,1,38,,,,,,JRP,,,,,Amietia_delalandii,,,,,,Amietia_quecketti
638,Pyxicephalidae,Amietia,Amietia_fuscigula,KU_196033,,,,"lotic, sidepools",0,0,,present,1,large,KU,1,,1,2,,,,,,KU,,,Amietia_fuscigula,,,,,,
639,Pyxicephalidae,Amietia,Amietia_ruwenzorica,,,,,"lotic, suctorial",0,1,"Viertel et al., 2012",,?,,,,,,,,,,,,,,,Amietia_ruwenzorica,,,,,,
640,Pyxicephalidae,Amietia,Amietia_vertebralis,KU_196149,,,,"lotic, benthic",0,0,"Channing, 2001",present,1,long and thin,KU,1,,1,,,,,,,KU,,,Amietia_vertebralis,,,,,,
641,Pyxicephalidae,Anhydrophryne,,,,,,direct development,3,0,,,,,,,,,,,,,,,,,,0,,,,,,
642,Pyxicephalidae,Arthroleptella,,,,,,direct development,3,0,,,,,,,,,,,,,,,,,,0,,,,,,
643,Pyxicephalidae,Aubria,,,,,,lentic,1,0,,,,,,,,,,,,,,,,,,0,,,,,,
644,Pyxicephalidae,Cacosternum,Cacosternum_namaquense,KU_206556,,,,"lentic, benthic",1,0,,present,1,small,KU,1,,1,,,,,,,KU,,,Cacosternum_namaquense,,,,,,
645,Pyxicephalidae,Microbatrachella,,,,,,"lentic, benthic",1,0,,,,,,,,,,,,,,,,,,0,,,,,,
646,Pyxicephalidae,Natalobatrachus,Natalobatrachus_bonebergi,,,,,lotic,0,0,,present,1,normal,,,,,,,,,,,Video showing inflated lungs,,Ping video: https://youtu.be/HnMpGHSecXs?t=1901,Natalobatrachus_bonebergi,,,,,,
647,Pyxicephalidae,Nothophryne,Nothophryne_inagoensis,,,,,"lentic, semiterrestrial",1,0,"Conradie et al., 2018",,,,,,,,,,,,,,,,,0,,,,,,
648,Pyxicephalidae,Poyntonia,Poyntonia_paludicola,KU_209147,,,,lentic,1,0,,present,1,normal,KU,1,,1,,,,,,,KU,,,Poyntonia_paludicola,,,,,,
649,Pyxicephalidae,Pyxicephalus,Pyxicephalus_adspersus,KU_206609,,,,"lentic, benthic",1,0,,present,1,very large,KU,2,,1,,,,,,,"Haas, 2003; KU",,,Pyxicephalus_adspersus,,,,,,
650,Pyxicephalidae,Strongylopus,Strongylopus_grayii,KU_207897,,,,lentic,1,0,,present,1,normal,KU,1,,1,,,,,JRP,,KU,,,Strongylopus_grayii,,,,,,
651,Pyxicephalidae,Tomopterna,Tomopterna_cryptotis,,,,,lentic,1,0,,present,1,,,,,,,,,,,,"Haas, 2003",,,Tomopterna_cryptotis,,,,,,
652,Pyxicephalidae,Tomopterna,Tomopterna_luganga,ZMH7770 ,,,,lentic,1,0,"probable, based on morphology",present,1,,,,,,,,,Dias,,,Dias,,,Tomopterna_luganga,,,,,,
653,Ranidae,Abavorana,,,,,,lentic,1,0,,,,,,,,,,,,,,,,,,0,,,,,,
654,Ranidae,Amnirana,Amnirana_albolabris,FMNH 160987,,,,lentic,1,0,,,?,,,,,,,,,,,,,,,Amnirana_albolabris,,,,,,
655,Ranidae,Amolops,Amolops_sp.,,,Amolops_cremnobatus,"Assumed generic monophyly, 2 sampled, one in tree. Amolops technically paraphyletic due to larutensis, but that species is not found in Laos where tadpole was collected. ","lotic, gastromyzophorous",0,1,,,?,,,,,,,,,,,,,,,,,,,,,
656,Ranidae,Amolops,Amolops_ricketti,,,,,"lotic, gastromyzophorous",0,1,,absent,0,,,,,,,,,,,,"Noble, 1929",,,Amolops_ricketti,,,,,,
657,Ranidae,Babina,Babina_subaspera,,,,,lentic,1,0,,,,,,,,,,,,,,,,,,0,,,,,,
658,Ranidae,Chalcorana,Chalcorana_chalconota,KU_171189,,,,lotic,0,0,"Arifin et al., 2018",present,1,small,KU,1,,1,,,,,,,KU,,,Chalcorana_chalconota,,,,,,Hylarana_chalconota
659,Ranidae,Chalcorana,Chalcorana_megalonesa,,,,,lentic,1,0,frogs of borneo,present,1,,,,,,,,,Dias,,,Dias,,,Chalcorana_megalonesa,,,,,,Hylarana_megalonesa
660,Ranidae,Clinotarsus,Clinotarsus_alticola,,,,,"lotic, benthic",0,0,"Grosjean et al., 2003",,?,,,,,,,,,,,,,,,0,,,,,,
661,Ranidae,Clinotarsus,Clinotarsus_penelope,,,,,lentic,1,0,collector's note,,?,,,,,,,,,,,,,,,,,,,,,Clinotarsus_curtipes
662,Ranidae,Glandirana,Glandirana_minima,,,,,lentic,1,0,,,,,,,,,,,,,,,,,,0,,,,,,
663,Ranidae,Huia,Huia_cavitympanum,,,,,"lotic, gastromyzophorous",0,1,,absent,0,,,,,,,Umi and Haas,,,,,,,,0,,,,,,
664,Ranidae,Humerana,Humerana_lateralis,,,,,lentic,1,0,"Bortamuli et al., 2010",,,,,,,,,,,,,,,,,0,,,,,,
665,Ranidae,Hydrophylax,,,,,,unknown,4,0,,,,,,,,,,,,,,,,,,0,,,,,,
666,Ranidae,Hylarana,,,,,,lentic,1,0,,,,,,,,,,,,,,,,,,0,,,,,,
667,Ranidae,Indosylvirana,,,,,,lotic,0,0,"Mogali et al., 2016",,,,,,,,,,,,,,,,,0,,,,,,
668,Ranidae,Meristogenys,Meristogenys_jerboa,ZMH10164,,,,"lotic, gastromyzophorous",0,1,,absent,0,,,,,,,,,Dias,,,Dias,,,Meristogenys_jerboa,,,,,,
669,Ranidae,Nidirana,,,,,,"lentic, benthic",1,0,,,,,,,,,,,,,,,,,,0,,,,,,
670,Ranidae,Odorrana,Odorrana_tormota,,,,,lotic,0,0,,, ,,,,,,,,,,,,,,,Odorrana_tormota,,,,,,
671,Ranidae,Papurana,Papurana_kreffti,KU_347938,,,,lentic,1,0,,present,1,normal,KU,1,,1,,,,,,,KU,,,Papurana_kreffti,,,,,,Hylarana_papua
672,Ranidae,Pelophylax,Pelophylax_esculenta,,,,,,,,,,,,,,,,,,,,,,,,,Pelophylax_esculenta,,,,,,
673,Ranidae,Pelophylax,Pelophylax_lessonae,,,,,,,,,,,,,,,,,,,,,,,,,Pelophylax_lessonae,,,,,,
674,Ranidae,Pelophylax,Pelophylax_perezi,,,,,,,,,,,,,,,,,,,,,,,,,Pelophylax_perezi,,,,,,
675,Ranidae,Pelophylax,Pelophylax_ridibundus,,,,,lentic,1,0,,present,1,,,,,,,,,,,,"Quenet et al., 2014",,,Pelophylax_ridibundus,,,,,,
676,Ranidae,Pterorana,,,,,,lentic,1,0,"Ao et al., 2006",,,,,,,,,,,,,,,,,0,,,,,,
677,Ranidae,Pulchrana,Pulchrana_grandocula,KU_334778,,,,lotic,0,0,IUCN,present,1,normal,KU,1,,1,,,,,,,KU,,,Pulchrana_grandocula,,,,,,Hylarana_grandocula
678,Ranidae,Rana,Rana_berlandieri,,,,,lentic,1,0,,present,1,,,,,,,,,,,,,,,Rana_berlandieri,,,,,,
679,Ranidae,Rana,Rana_blairi,KU_158317 & KU_170712,,,,lentic,1,0,IUCN,present,1,large,KU,2,,1,,,,,,,KU,,,Rana_blairi,,,,,,
680,Ranidae,Rana,Rana_catesbeiana,,,,,lentic,1,0,,present,1,large,JRP_personal_collection,5,25 to 42,,5+,,,,JRP,,,,,Rana_catesbeiana,,,,,,
681,Ranidae,Rana,Rana_chiricahuensis,KU_194589,,,,lentic,1,0,IUCN,present,1,large,KU,1,,1,,,,,,,KU,,,Rana_chiricahuensis,,,,,,
682,Ranidae,Rana,Rana_clamitans,,,,,lentic,1,0,,present,1,large,,,,,,,,,,,,,,Rana_clamitans,,,,,,
683,Ranidae,Rana,Rana_johnsi,KU_144723,,,,lotic,0,0,IUCN,present,1,large,KU,1,,1,,,,,,,KU,,,Rana_johni,,,,,,
684,Ranidae,Rana,Rana_juliani,KU_157162,,,,lotic,0,0,IUCN,present,1,large,KU,1,,1,,,,,,,KU,,,Rana_juliani,,,,,,
685,Ranidae,Rana,Rana_longicrus,KU_193368,,,,lentic,1,0,IUCN,present,1,large,KU,1,,1,,,,,,,KU,,,Rana_longicrus,,,,,,
686,Ranidae,Rana,Rana_maculata,KU_148647,,,,lentic,1,0,IUCN,present,1,large,KU,1,,1,,,,,,,KU,,,Rana_maculata,,,,,,
687,Ranidae,Rana,Rana_magnaocularis,KU_194590,,,,lentic,1,0,IUCN,present,1,large,KU,1,,1,,,,,,,KU,,,Rana_magnaocularis,,,,,,
688,Ranidae,Rana,Rana_neovolcanica,KU_204780,,,,lentic,1,0,IUCN,present,1,large,KU,1,,1,,,,,,,KU,,,Rana_neovolcanica,,,,,,
689,Ranidae,Rana,Rana_omeimontis,KU_311762,,,,lentic,1,0,IUCN,present,1,normal,KU,1,,1,,,,,,,KU,,,Rana_omeimontis,,,,,,
690,Ranidae,Rana,Rana_palmipes,KU_202981,,,,lentic,1,0,IUCN,present,1,large,KU,1,,1,,,,,,,KU,,,Rana_palmipes,,,,,,
691,Ranidae,Rana,Rana_palustris,,,,,lentic,1,0,,present,1,,,,,,,,,,JRP,,,,,Rana_palustris,,,,,,
692,Ranidae,Rana,Rana_pipiens,,,,,lentic,1,0,,present,1,,,,,,,,,,JRP,,,,,Rana_pipiens,,,,,,
693,Ranidae,Rana,Rana_pretiosa,,,,,lentic,1,0,,present,1,,,,,,,,,,,,dicect,,,Rana_pretiosa,,,,,,
694,Ranidae,Rana,Rana_pustulosa,KU_204434,,,,lotic,0,0,IUCN,present,1,large,KU,1,,1,,,,,,,KU,,,Rana_pustulosa,,,,,,
695,Ranidae,Rana,Rana_sauteri,KU_201184,,,,"lotic, gastromyzophorous",0,1,,present,1,normal,UMMZ,3,"25, 30, 37",,,,,,,,UMMZ,,,,,,,,,
696,Ranidae,Rana,Rana_septentrionalis,,,,,lentic,1,0,,present,1,,,,,,,,,,,,,,,Rana_septentrionalis,,,,,,
697,Ranidae,Rana,Rana_sierramadrensis,KU_87659,,,,"lotic, benthic",0,0,IUCN,present,1,large,KU,1,,1,,,,,,,KU,,,Rana_sierramadrensis,,,,,,
698,Ranidae,Rana,Rana_spectabilis,KU_200842,,,,lentic,1,0,IUCN,present,1,large,KU,1,,1,,,,,,,KU,,,Rana_spectabilis,,,,,,
699,Ranidae,Rana,Rana_sphenocephala,,,,,lentic,1,0,,present,1,,,,,,,,,,,,,,,Rana_sphenocephala,,,,,,
700,Ranidae,Rana,Rana_sylvatica,,,,,lentic,1,0,,present,1,normal,,,,,,,,,JRP,,,,,Rana_sylvatica,,,,,,
701,Ranidae,Rana,Rana_temporaria,,,,,lentic,1,0,,present,1,,,,,,,,,,,,,,,Rana_temporaria,,,,,,
702,Ranidae,Rana,Rana_vaillanti,KU_121444,,,,lentic,1,0,IUCN,present,1,large,KU,1,,1,,,,,,,KU,,,Rana_vaillanti,,,,,,
703,Ranidae,Rana,Rana_vibicaria,KU_35039,,,,lentic,1,0,IUCN,present,1,large,KU,1,,1,,,,,,,KU,,,Rana_vibicaria,,,,,,
704,Ranidae,Rana,Rana_virgatipes,KU_297613,,,,lentic,1,0,IUCN,present,1,large,KU,1,,1,,,,,,,KU,,,Rana_virgatipes,,,,,,
705,Ranidae,Rana,Rana_warszewitschii,KU_68576,,,,"lotic, benthic",0,0,"Altig and Johnston, 1986",present,1,large,KU,1,,1,,,,,,,KU,,,Rana_warszewitschii,,,,,,
706,Ranidae,Rana,Rana_yavapaiensis,KU_194408,,,,lentic,1,0,IUCN,present,1,large,KU,1,,1,,,,,,,KU,,,Rana_yavapaiensis,,,,,,
707,Ranidae,Rana,Rana_zweifeli,KU_200855,,,,"lentic, benthic",1,0,IUCN,present,1,large,KU,1,,1,,,,,,,KU,,,Rana_zweifeli,,,,,,
708,Ranidae,Sanguirana,Sanguirana_mearnsi,KU_334776,,,,lotic,0,0,,present,1,normal,KU,1,,1,,,,,,,KU,,,Sanguirana_mearnsi,,,,,,Sanguirana_sanguinea
709,Ranidae,Staurois,Staurois_parvus,,,,,"lotic, fossorial",0,1,"Haas, 2018",present,1,,,,,,,,,Dias,,,Dias,,,Staurois_parvus,,,,,,
710,Ranidae,Sumaterana,Sumaterana_crassiovis,,,,,"lotic, gastromyzophorous",0,1,"Arifin et al., 2018",,,,,,,,,,,,,,,,,0,,,,,,
711,Ranidae,Sylvirana,Sylvirana_maosonensis,KU_311751,,,,lentic,1,0,IUCN,present,1,small,KU,1,,1,,,,,,,KU,,,Sylvirana_maosonensis,,,,,,Hylarana_maosonensis
712,Ranidae,Sylvirana,Sylvirana_nigrovittata,KU_332451,,,,lotic,0,0,,present,1,large,KU,1,,1,,,,,,,"Haas, 2003; KU",,,Sylvirana_nigrovittata,,,,,,Hylarana_nigrovittata
713,Ranidae,Wijayarana,Wijayarana_melasma,,,,,"lotic, gastromyzophorous",0,1,"Arifin et al., 2021",,,,,,,,,,,,,,,,,,,,,,,Huia_melasma
714,Ranixalidae,Indirana,Indirana_beddomii,,,,,"lotic, semiterrestrial",0,1,,,,,,,,,,,,,,,,,,Indirana_salelkari,,,,,,
715,Ranixalidae,Sallywalkerana,,,,,,"lotic, semiterrestrial",0,0,,,,,,,,,,,,,,,,,,0,,,,,,
716,Rhacophoridae,Beddomixalus,,,,,,lentic,1,0,,,,,,,,,,,,,,,,,,0,,,,,,
717,Rhacophoridae,Buergeria,Buergeria_japonica,,,,,"lotic, benthic, hot springs",0,0,,present,1,,,,,,,,,Dias,,,Dias,,,Buergeria_japonica,,,,,,
718,Rhacophoridae,Chirixalus,Chirixalus_sp.,KU_332535,,?,Cannot be robustly included,,,,,present,1,thin,KU,1,,1,,,,,,,,,,0,,,,,,
719,Rhacophoridae,Chiromantis,Chiromantis_nongkhorensis,,,,,lentic,1,0,IUCN (Rowley comm.),present,1,,,,,,,,,Dias,,,Dias,,,Chirixalus_nongkhorensis,,,,,,
720,Rhacophoridae,Chiromantis,Chiromantis_xerampelina,,,,,"lentic, benthic",1,0,,present,1,,,,,,,,,,JRP,,"Haas, 2003",,,Chiromantis_xerampelina,,,,,,
721,Rhacophoridae,Feihyla,Feihyla_kajau,,,,,lentic,1,0,"Das et al., 2015",present,1,,,,,,,,,,,,"Das et al., 2015",,,Feihyla_kajau,,,,,,
722,Rhacophoridae,Ghatixalus,Ghatixalus_asterops,,,,,"lotic, suctorial",0,1,"abraham et al., 2015",,,,,,,,,,,,,,,,,Ghatixalus_asterops,,,,,,
723,Rhacophoridae,Gracixalus,Gracixalus_lumarius,,,,,lentic,1,0,,,,,,,,,,,,,,,,,,0,,,,,,
724,Rhacophoridae,Kurixalus,Kurixalus_appendiculatus,,,,,lentic,1,0,,present,1,,,,,,,,,Dias,,,Dias,,,Kurixalus_appendiculatus,,,,,,
725,Rhacophoridae,Leptomantis,Leptomantis_angulirostris,,,,,"lotic, suctorial",0,1,Tadpoles of Borneo,present,1,,,,,,,,,,,,Tadpoles of Borneo book - photograph,,,Rhacophorus_penanorum,,,,,,Rhacophorus_angulirostris
726,Rhacophoridae,Leptomantis,Leptomantis_fasciatus,,,,,lentic,1,0,Tadpoles of Borneo,present,1,,,,,,,,,Dias,,,Dias,,,Leptomantis_fasciatus,,,,,,Rhacophorus_fasciatus
727,Rhacophoridae,Leptomantis,Leptomantis_penanorum,,,,,"lotic, suctorial",0,1,Tadpoles of Borneo,present,1,,,,,,,,,,,,,,,,,,,,,Rhacophorus_penanorum
728,Rhacophoridae,Liuixalus,,,,,,"lentic, arboreal",1,0,,,,,,,,,,,,,,,,,,0,,,,,,
729,Rhacophoridae,Mercurana,Mercurana_myristicapalustris,,,,,lentic,1,0,,,,,,,,,,,,,,,,,,0,,,,,,
730,Rhacophoridae,Nasutixalus,Nasutixalus_jerdonii,,,,,"lentic, arboreal",1,0,,,,,,,,,,,,,,,,,,0,,,,,,
731,Rhacophoridae,Nyctixalus,Nyctixalus_pictus,,,,,"lentic, arboreal",1,0,,present,1,,,,,,,,,Dias,,,Dias,,,Nyctixalus_pictus,,,,,,
732,Rhacophoridae,Nyctixalus,Nyctixalus_spinosum,KU_321803,,,,"lentic, arboreal",1,0,,present,1,normal,KU,1,,1,,,,,,,KU,,,Nyctixalus_spinosus,,,,,,
733,Rhacophoridae,Philautus,Philautus_sp.,,,Philautus_hosii,assumed generic monophyly and only 1 sampled member included,"lentic, arboreal",1,0,"Wassersug et al., 1981",present,1,,,,,,,,,,,,"Wassersug et al., 1981",,,Philautus_sp.,,,,,,Philautus_abditus
734,Rhacophoridae,Polypedates,Polypedates_leucomystax,KU_336347,,,,"lentic, benthic",1,0,,present,1,normal,KU,1,,1,,,,,,,KU,,,Polypedates_leucomystax,,,,,,
735,Rhacophoridae,Pseudophilautus,,,,,,direct development,3,0,,,,,,,,,,,,,,,,,,0,,,,,,
736,Rhacophoridae,Raorchestes,,,,,,direct development,3,0,,,,,,,,,,,,,,,,,,0,,,,,,
737,Rhacophoridae,Rhacophorus,Rhacophorus_baluensis,,,,,lentic,1,0,"Inger and Tan, 1990",present,1,,,,,,,,,Dias,,,Dias,,,Rhacophorus_baluensis,,,,,,
738,Rhacophoridae,Rhacophorus,Rhacophorus_pardalis,KU_338887,,,,"lentic, benthic",1,0,,present,1,large,KU,1,,1,,,,,,,KU,,,Rhacophorus_pardalis,,,,,,
739,Rhacophoridae,Taruga,,,,,,lentic,1,0,,,,,,,,,,,,,,,,,,0,,,,,,
740,Rhacophoridae,Theloderma,Theloderma_horridum,,,,,"lentic, arboreal",1,0,"Wassersug et al., 1981",present,1,,,,,,,,,,,,"Wassersug et al., 1981",,,Theloderma_horridum,,,,,,Theloderma_stellatum
741,Rhacophoridae,Theloderma,Theloderma_leporosum,,,,,"lentic, arboreal",1,0,,present,1,,,,,,,,,Dias,,,Dias,,,Theloderma_leporosum,,,,,,
742,Rhacophoridae,Zhangixalus,Zhangixalus_dulitensis,,,,,lentic,1,0,,present,1,,,,,,,,,Dias,,,Dias,,,Zhangixalus_dulitensis,,,,,,Rhacophorus_dulitensis
743,Rhacophoridae,Zhangixalus,Zhangixalus_moltrechti,KU_305342,,,,lentic,1,0,https://doi.org/10.1111/jzo.12162,present,1,long and thin,KU,1,,1,,,,,,,KU,,,Zhangixalus_moltrechti,,,,,,Rhacophorus_moltrechti
744,Rhacophoridae,Zhangixalus,Zhangixalus_schlegelii,,,,,lentic,1,0,"Maeda, N. and Matsui, M. (1990). Frogs and Toads of Japan, 2nd edition. Bun-Ichi Sogo Shuppan Co., Ltd., Tokyo, Japan.",,?,,,,,,,,,,,,,,,,,,,,,Rhacophorus_schlegelii
745,Rhinodermatidae,Insuetophrynus,,,,,,"lotic, benthic",0,0,,,,,,,,,,,,,,,,,,0,,,,,,
746,Rhinodermatidae,Rhinoderma,Rhinoderma_darwinii,,,,,mouth brooding,2,0,,unclear,,"short, likely non-functional",,,,,,,,,,,"Wassersug and Heyer, 1988",,,Rhinoderma_darwinii,,,,,,
